name;address;rate;comments;type;lat;lon;errors
Supermercat;Añadir número de teléfono;3.0;1;Supermercado;41.3971413;2.1708901;
Keisy SL;C. del Consell de Cent, 438, 08013 Barcelona;4.6;11;Supermercado;41.398092;2.1730356;
SD Supermercat;Añadir número de teléfono;3.7;3;Supermercado;41.3932681;2.1775058;
Lidl;Gran Via de les Corts Catalanes, 727, 08013 Barcelona;4.1;1452;Supermercado de descuentos;41.3983064;2.1772438;
Mercadona;C. de Nàpols, 110, 08013 Barcelona;3.9;919;Supermercado;41.3952697;2.1776955;
Supermercados Sorli Eixample;Carrer d'Ausiàs Marc, 86, 08013 Barcelona;4.3;21;Supermercado;41.3950058;2.1785093;
BARCELONA SUPERMARKET DIPUTACIO;Añadir número de teléfono;3.5;23;Supermercado;41.3987053;2.1761418;
Supermercados SorliNyam Gràcia;Carrer de la Marina, 143, 08013 Barcelona;3.7;29;Supermercado;41.3974268;2.1808361;
Sorli;Carrer de Casp, 148, 08013 Barcelona;;;Supermercado;41.3961433;2.1777023;
Keisy;C. de Nàpols, 166, 08013 Barcelona;4.3;279;Supermercado;41.3980333;2.1741823;
Sorli Nyam;C. de Nàpols, 156, 08013 Barcelona;3.9;55;Supermercado;41.3975365;2.1746335;
Oriental Market Barcelona;Carrer de Sicília, 212, 08013 Barcelona;4.3;557;Supermercado japonés;41.3981401;2.176265;
sicilia supermarket;Añadir sitio web;3.0;1;Supermercado;41.3968872;2.1771074;
Supermercat & carnisseria el pozo;Añadir número de teléfono;;;Supermercado;41.3953616;2.1814678;
Coaliment;Añadir número de teléfono;3.7;6;Tienda de ultramarinos;41.3962424;2.1741493;
Supermercat Europa;Añadir sitio web;4.0;15;Supermercado;41.3957791;2.1772167;
Superficies de Alimentación S. A.;Añadir horario;3.5;2;Supermercado;41.3978466;2.1793367;
Kai Feng 2;Añadir número de teléfono;2.5;2;Supermercado de descuentos;41.3972286;2.176042;
Gran Via Alimentació;Añadir número de teléfono;3.0;1;Supermercado;41.3972366;2.176042;
Barcelona Supermercat;Añadir número de teléfono;3.0;1;Tienda de ultramarinos;41.3970381;2.1797857;
Casp Alimentació;Carrer de Casp, 176, Bajo, 08013 Barcelona;5.0;2;Tienda de ultramarinos;41.3942715;2.1725698;
Mix Markt - Russian Food Store;135, Carrer de Sicília, 133, 08013 Barcelona;4.1;116;Tienda de ultramarinos;41.3969991;2.1770759;
La Sirena;Gran Via de les Corts Catalanes, 701, 08013 Barcelona;4.1;46;Tienda de congelados;41.3974162;2.176079;
La Sirena;Añadir número de teléfono;4.0;98;Restaurante chino;41.396932;2.1765918;
Carrefour Express;Carrer de la Marina, 265, 08025 Barcelona;3.9;415;Supermercado;41.404921;2.1715163;
Caprabo;Carrer de Provença, 498, 08025 Barcelona;3.9;16;Supermercado;41.4063899;2.1750135;
Supercor Exprés;Carrer de la Marina, 304, 08025 Barcelona;3.8;158;Supermercado;41.4055787;2.1712562;
DIA;Carrer de Padilla, 231, 08013 Barcelona;3.5;27;Supermercado;41.4015777;2.1524427;
Condis Express Supermercats;Carrer de Còrsega, 516, 08025 Barcelona;3.5;50;Supermercado;41.4053611;2.1690587;
Condis Supermercats;Carrer del Rosselló, 466, 08025 Barcelona;3.5;37;Supermercado;41.408068;2.1750913;
Bon Área;Carrer de Padilla, 277, 08025 Barcelona;3.9;165;Supermercado;41.406577;2.1736504;
Supermercado Consum Barcelona Rosselló;Carrer del Rosselló, 346, 08037 Barcelona;4.1;297;Supermercado;41.4028753;2.1681606;
Supermercado Consum Barcelona València;Carrer de València, 478, 08013 Barcelona;4.0;269;Supermercado;41.4037744;2.1761114;
Caprabo Castillejos;Carrer de los Castillejos, 320, 08025 Barcelona;3.8;217;Supermercado;41.40927;2.17268;
Supermercados Charter;Carrer de Cartagena, 293, 08025 Barcelona;4.0;177;Supermercado;41.4099242;2.1736382;
CondisLife Supermercats;Carrer de Mallorca, 505, 08026 Barcelona;4.3;142;Supermercado;41.4080956;2.1790698;
Dia & Go;Añadir número de teléfono;3.2;132;Supermercado;41.4058945;2.1716462;
Mercadona;Carrer de València, 531, 08013 Barcelona;4.1;2473;Supermercado;41.4063929;2.1792002;
CondisLife Supermercats;C/ d'Aragó, 520, 08013 Barcelona;3.9;113;Supermercado;41.4053297;2.1805852;
Mercadona;Carrer de la Indústria, 129, 08025 Barcelona;4.1;2225;Supermercado;41.4083098;2.1703883;
Condis Express Supermercats;Carrer de Padilla, 323, 08025 Barcelona;3.4;106;Supermercado;41.4089266;2.1705609;
Condis Supermercats;Carrer de Provença, 457, 08025 Barcelona;;;Supermercado;41.40516;2.1730023;
MARINA SUPERMERCAT EXPRESS;Carrer de la Marina, 294, 08025 Barcelona;2.8;6;Supermercado;41.4049587;2.1723876;
DIA;Carrer Gran de Gràcia, 103, 08012 Barcelona;3.6;115;Supermercado;41.3997072;2.1558855;
DIA;Carrer de Cartagena, 247, 08025 Barcelona;3.6;33;Supermercado;41.4080897;2.1759411;
Aldi;Carrer de Mallorca, 458, 08013 Barcelona;4.1;641;Supermercado de descuentos;41.405417;2.1761114;
Supermercado Lepanto;Añadir sitio web;3.8;4;Supermercado indio;41.4041204;2.1747356;
Condis;Añadir número de teléfono;1.0;1;Supermercado;41.4041284;2.1747356;
Supermercados Sorli Eixample;Carrer de Mallorca, 480, 484, 08013 Barcelona;4.0;81;Supermercado;41.4061586;2.1773118;
Keisy;Carrer de València, 490, 08013 Barcelona;4.4;284;Supermercado;41.4040784;2.1764691;
Dia Market;Añadir número de teléfono;4.0;3;Tienda de ultramarinos;41.4059412;2.1717423;
La Botiga Natural;Carrer del Rosselló, 441, 08025 Barcelona;4.8;23;Supermercado;41.4058127;2.1715687;
Especialidades P Boada;Añadir horario;;;Tienda de ultramarinos;41.405895;2.1745708;
Pacífico Market SL;Carrer de València, 462, 08013 Barcelona;4.8;26;Tienda de alimentación;41.4032019;2.1752349;
New Lucky Supermercat;Añadir número de teléfono;;;Tienda de ultramarinos;41.4056702;2.1770207;
Ametller Origen;Carrer de Padilla, 230, 08013 Barcelona;4.1;239;Tienda de alimentación;41.404926;2.1761788;
Super Fresh Supermercat;Carrer de la Marina, 240, 08013 Barcelona;2.5;4;Hipermercado;41.402539;2.1750163;
Abarrotes Doña Cuca;Passatge de Font, 4, 08013 Barcelona;4.5;150;Tienda de productos mexicanos;41.4024455;2.1734518;
TORRONS VICENS SAGRADA FAMILIA;Carrer de Provença, 427, 431, 08025 Barcelona;4.5;107;Tienda de delicatessen;41.4040207;2.1714775;
Gaudi Supermercat;Añadir número de teléfono;;;Supermercado;41.4103184;2.061966;
Carrefour Express;Carrer de Sant Antoni Abat, 6, 8, 08001 Barcelona;3.9;180;Supermercado;41.3795094;2.1633799;
Supermercados Charter;Gran Via de les Corts Catalanes, 544, 08011 Barcelona;3.8;58;Supermercado;41.3828055;2.1579756;
Condis Supermercats;Carrer de Sepúlveda, 177, 08011 Barcelona;3.5;55;Supermercado;41.3836302;2.1604301;
DIA;C. de Villarroel, 41-43, 08011 Barcelona;4.0;71;Supermercado;41.3822272;2.1517958;
Condis Express Supermercats;Ronda de Sant Antoni, 74, 08001 Barcelona;3.7;164;Supermercado;41.3832566;2.1617008;
Caprabo;Gran Via de les Corts Catalanes, 538, 08011 Barcelona;3.4;64;Supermercado;41.3826118;2.157527;
Supermercado Consum Barcelona;C/ d'Entença, 28, 08015 Barcelona;4.1;612;Supermercado;41.376714;2.1524613;
Caprabo;Carrer de Joaquín Costa, 64, 08001 Barcelona;3.4;70;Supermercado;41.3838228;2.1623617;
Condis Supermercats;CL, Gran Via de les Corts Catalanes, 460, 08015 Barcelona;3.2;54;Supermercado;41.3790963;2.1528505;
Supermercat Consum Barcelona Villarroel;C. de Villarroel, 15, 08011 Barcelona;4.2;1172;Supermercado;41.3808923;2.1601159;
DIA;Carrer de Viladomat, 65, 08015 Barcelona;3.6;22;Supermercado;41.3780224;2.1571631;
Condis Express Supermercats;Carrer de Floridablanca, 96, 08015 Barcelona;3.3;62;Supermercado;41.3791398;2.1573638;
Supermercat Jespac;Carrer de Floridablanca, 133, 08011 Barcelona;4.3;118;Supermercado;41.3815692;2.1601958;
DIA;Carrer del Parlament, 44, 08015 Barcelona;3.9;8;Supermercado;41.3769841;2.1615531;
Bonpreu;Carrer de Tamarit, 130, 08015 Barcelona;4.2;656;Supermercado;41.3773571;2.1572407;
Superficies de Alimentación S. A.;Gran Via de les Corts Catalanes, 497, 08015 Barcelona;3.6;8;Supermercado;41.381179;2.1544622;
Condis el Teu Super;Carrer de Sepúlveda, 90, 08015 Barcelona;3.0;67;Supermercado;41.378903;2.1550065;
Bonpreu;Carrer del Comte d'Urgell, 32, 48, 08011 Barcelona;4.4;272;Supermercado;41.3804994;2.1580287;
Lidl;Carrer del Comte d'Urgell, 1, 08011 Barcelona;4.2;1455;Supermercado de descuentos;41.3786209;2.1599805;
Gran Via Supermercat;Añadir número de teléfono;2.3;4;Supermercado;41.3786289;2.1599805;
SUPER MERCAT & FRUITES Y VERDURES;Añadir sitio web;;;Supermercado;41.3793195;2.1594838;
Consum;Añadir número de teléfono;4.3;4;Tienda de ultramarinos;41.3793275;2.1594838;
NANA Biosupermercats Sant Antoni;C, Carrer del Comte d'Urgell, 18, baixos, 08011 Barcelona;4.9;15;Supermercado;41.3798489;2.1596788;
AA nSUPERMERCAT;Añadir sitio web;;;Supermercado;41.3799886;2.1564002;
COSMO SHOP;Añadir sitio web;3.5;2;Supermercado asiático;41.3792422;2.159378;
La Sirena;Carrer de Tamarit, 185, 08011 Barcelona;4.3;76;Tienda de congelados;41.3798662;2.1602176;
Lajpal Supermercat;Añadir número de teléfono;;;Tienda de ultramarinos;41.3831177;2.1551045;
b2 estudi disseny;Añadir sitio web;;;Interiorista;41.3807688;2.1568941;
Masuniformes;Carrer de Sepúlveda, 109, 08015 Barcelona;4.2;540;Tienda de ropa de trabajo;41.380631;2.1565729;
DIA;Carrer d'Olzinelles, 41, 08014 Barcelona;3.8;99;Supermercado;41.372478;2.1347223;
Supermercados Charter;Carrer de la Riera Blanca, 195, 08014 Barcelona;4.0;138;Supermercado;41.3678991;2.1296272;
Caprabo;Carrer Martí Codolar, 45, 49, 08902 L'Hospitalet de Llobregat, Barcelona;3.4;79;Supermercado;41.3683959;2.1273859;
Caprabo;Constitucion, 46, 08014 Barcelona;3.8;31;Supermercado;41.3698897;2.1342572;
DIA;Rambla de Badal, 43, 08014 Barcelona;3.6;180;Supermercado;41.3674955;2.1158991;
Supermercado Consum Barcelona Juan Bravo;Carrer de Juan Bravo, 8, 10, 08014 Barcelona;4.1;312;Supermercado;41.3713543;2.136149;
Condis Supermercats;Carrer de Gavà, 21-23, 08014 Barcelona;3.9;135;Supermercado;41.3718168;2.1388874;
Supercor Exprés;Carrer Santa Eulàlia, 32, 08902 L'Hospitalet de Llobregat, Barcelona;3.8;105;Supermercado;41.3676665;2.1275163;
Caprabo;Ll Barcelona ES, Santa Eulàlia, 08902 Buenos Aires;3.4;149;Supermercado;41.3676745;2.1275163;
Caprabo;Carrer de Buenos Aires, 43, 08902 Barcelona;5.0;3;Supermercado;41.3656884;2.1282055;
Bonpreu;Av, Gran Via de les Corts Catalanes, 192 bis, 08004 Barcelona;4.3;349;Supermercado;41.3683559;2.138498;
Condis Supermercats;Carrer de Carreras i Candi, 101, 08028 Barcelona;4.0;143;Supermercado;41.3713551;2.1274835;
Condis Express Supermercats;Calle, Gran Via de les Corts Catalanes, 244, 08001 Barcelona;3.2;71;Supermercado;41.3704088;2.1412181;
Condis el Teu Super;Carrer de la Riera de Tena, 19-29, 08014 Barcelona;3.9;121;Supermercado;41.3713585;2.1313534;
Mercadona;Gran Via de les Corts Catalanes, 181, 191-203, 08014 Barcelona;4.1;1136;Supermercado;41.3713783;2.1247873;
bonÀrea;Rambla de Badal, 86, 08014 Barcelona;3.9;132;Supermercado;41.3695632;2.1308062;
Frutas Del Camp Verduras;Añadir número de teléfono;;;Supermercado;41.3677223;2.1316894;
CondisLife Supermercats;Rambla de Badal, 65, 08014 Barcelona;4.2;245;Supermercado;41.3683462;2.130676;
Supermercados Sorli Sants-Montjuïc;Carrer de Carreras i Candi, 88, 08028 Barcelona;3.8;86;Supermercado;41.3713924;2.1270333;
Supermercats Coaliment;Añadir número de teléfono;2.0;1;Supermercado;41.3730959;2.1376712;
Magoria supermercat - Fruites i verdures;Añadir número de teléfono;3.0;2;Supermercado;41.3695139;2.1368282;
L'Economat Social;Añadir número de teléfono;4.9;39;Tienda de ultramarinos;41.3695601;2.1326578;
CLAREL;Carrer, Rambla de Badal, 49, 51, 08014 Barcelona;2.9;14;Tienda de belleza y salud;41.3676394;2.1310851;
Bufet de Cuina Carol;Carrer de la Constitució, 96, 08014 Barcelona;4.2;122;Tienda de delicatessen;41.3697116;2.1326381;
La Sirena;Gran Via de les Corts Catalanes, 275, 08014 Barcelona;4.1;36;Tienda de ultramarinos;41.3715589;2.1418558;
Basar Jie;Añadir número de teléfono;4.5;2;Supermercado chino;41.3710216;2.1411727;
Lebara;Añadir sitio web;1.8;4;Supermercado;41.368855;2.1252892;
CLAREL;Gran Via de les Corts Catalanes, 228, 08004 Barcelona;;;Tienda de belleza y salud;41.3698473;2.1404543;
Delicias Extremeñas;Av. Francesc Ferrer i Guàrdia, 13, 08038 Barcelona;4.3;8;Tienda de delicatessen;41.368886;2.1444913;
Carrefour BIO;Carrer de Sants, 76, 08014 Barcelona;4.0;49;Supermercado;41.3754887;2.1348767;
DIA;Gran Via de les Corts Catalanes, 290, 292, 08004 Barcelona;3.3;211;Supermercado;41.3719524;2.1435264;
Caprabo;Carrer 26 de Gener de 1641, 7, 08014 Barcelona;3.6;83;Supermercado;41.3737142;2.1391978;
Supermercado Sant Fructuós 8;Añadir número de teléfono;3.7;3;Tienda de ultramarinos;41.3725036;2.1458765;
Mercadona;Gran Via de les Corts Catalanes, 373, 08015 Barcelona;4.1;1447;Supermercado;41.376271;2.1476213;
Supercor Exprés;Carrer de la Creu Coberta, 93, 08014 Barcelona;4.0;132;Supermercado;41.3750915;2.1414358;
Condis el Teu Super;C. del Consell de Cent, 26, 28, 08014 Barcelona;3.5;195;Supermercado;41.3762592;2.1432234;
Condis el Teu Super;Carrer de Sant Germà, 12, 08004 Barcelona;4.1;145;Supermercado;41.3719012;2.1441786;
Caprabo;Carrer del Sant Crist, 37, 08014 Barcelona;3.3;65;Supermercado;41.3745437;2.13655;
DIA;Carrer d'Hostafrancs de Sió, 22, 08014 Barcelona;3.4;103;Supermercado;41.374314;2.1421013;
Caprabo;Carrer de Sant Fructuós, 16, 18, 08004 Barcelona;3.3;34;Supermercado;41.3720914;2.1452996;
Super 24 Horas;Añadir número de teléfono;3.3;4;Supermercado;41.3775089;2.1437433;
Veritas;Gran Via de les Corts Catalanes, 373 - 385, 08015 Barcelona;4.1;138;Supermercado;41.379694;2.150046;
Lidl;C/ Nicaragua, Pça.Jardins de Málaga 29, 08029 Barcelona;4.3;778;Supermercado de descuentos;41.3797099;2.150046;
Caprabo;Carrer de Sants, 71, 08014 Barcelona;3.7;150;Supermercado;41.3752489;2.1352202;
Condis Supermercats;Carrer d'Ermengarda, 12, 08014 Barcelona;3.6;31;Tienda de ultramarinos;41.3761394;2.1394225;
Mini super;Añadir sitio web;3.5;4;Supermercado;41.3789575;2.1353204;
Condis Supermercats;Carrer de Rossend Arús, 16, 08014 Barcelona;4.1;12;Supermercado;41.3731841;2.1351441;
Super Mercats Sant Fructuós;Añadir sitio web;1.0;1;Supermercado;41.3725036;2.1458765;
SUPERMARKET 24H;Añadir sitio web;5.0;5;Supermercado;41.3752842;2.144834;
Autoservei BÓEC Alimentació;Añadir sitio web;;;Supermercado;41.373902;2.1434213;
bonÀrea;Carrer de Vilardell, 35, 08014 Barcelona;4.2;183;Supermercado;41.3747354;2.1427581;
Aldi;Plaça de Joan Pelegrí, 1, 08014 Barcelona;4.3;77;Supermercado de descuentos;41.376205;2.1404567;
singh narain alimentacion;Añadir sitio web;;;Supermercado;41.3739098;2.1433591;
Autoservei El Racó;Añadir sitio web;3.7;3;Supermercado;41.3757223;2.1415818;
Fruits Secs Sàndali;Añadir horario;;;Supermercado;41.3749507;2.1419833;
By Brasil Productos Importados;Carrer de la Creu Coberta, 112, 08014 Barcelona;2.0;1;Tienda de ultramarinos;41.3754156;2.1395813;
Ametller Origen;Añadir sitio web;4.0;59;Tienda de alimentación;41.3754197;2.1408957;
La Sirena;Carrer de l'Àliga, 45, 08014 Barcelona;4.3;19;Tienda de congelados;41.3750396;2.1410607;
Francisca Miarnau Font;Añadir horario;;;Tienda de ultramarinos;41.3749386;2.1416967;
Alimentación Dunav;C.VINT I SIS DE GENER de 1641nº 38, 08014 Barcelona;4.8;18;Tienda de alimentación;41.3748013;2.1393962;
L'Oliveria del Mercat;Añadir sitio web;5.0;3;Tienda de alimentos naturales;41.3749386;2.1416967;
Ibèrics d'Extremadura;Añadir sitio web;;;Tienda de alimentos naturales;41.3749386;2.1416967;
La Nova;Añadir horario;;;Tienda de ultramarinos;41.3921811;2.1415143;
Fruites i Verdures Naima;Añadir número de teléfono;3.7;7;Frutería;41.3755543;2.1417149;
Olives i conserves Merino;Añadir sitio web;4.2;5;Tienda de alimentos naturales;41.3749386;2.1416967;
Carrefour;Avinguda de la Granvia de l’Hospitalet, 75, 08908 L'Hospitalet de Llobregat, Barcelona;4.0;3167;Hipermercado;41.3586257;2.1277927;
CondisLife Supermercats;Passeig de la Zona Franca, 210, 08038 Barcelona;4.1;150;Supermercado;41.3620729;2.1360072;
Condis Express Supermercats;Carrer de l'Energia, 18, 08038 Barcelona;4.0;179;Supermercado;41.3587455;2.1340698;
DIA;PS. DE, Passeig de la Zona Franca, 216, 08038 Barcelona;3.9;81;Supermercado;41.3622961;2.1356023;
Supermercados Sorli Sants-Montjuïc;Carrer de la Mare de Déu de Port, 291, 08038 Barcelona;3.8;174;Supermercado;41.360145;2.1389582;
DIA;Carrer de la Mare de Déu de Port, 375, 08038 Barcelona;3.3;52;Supermercado;41.3908941;2.1232746;
DIA;Passeig de la Zona Franca, 138, 08038 Barcelona;3.5;83;Supermercado;41.3800219;2.1379899;
Bonpreu;Passeig de la Zona Franca, 244, 08038 Barcelona;4.1;295;Supermercado;41.3635953;2.1349754;
Condis el Teu Super;Passeig de la Zona Franca, 168, 08038 Barcelona;3.9;217;Supermercado;41.3598816;2.137341;
Caprabo amb Eroski;Carrer de la Foneria, 14, 08038 Barcelona;3.5;107;Supermercado;41.3596198;2.1349891;
CLAREL;Carrer de la Mare de Déu de Port, 258, 08038 Barcelona;4.3;7;Tienda de belleza y salud;41.3661241;2.1311362;
bonÀrea;Carrer d'Alts Forns, 63, 08038 Barcelona;4.2;184;Supermercado;41.3588488;2.1386869;
Autoservicio Ruiz;Añadir sitio web;4.5;4;Supermercado;41.357501;2.1345303;
Supermercados Sorli Sants-Montjuïc;Carrer de la Mineria, 1, 08038 Barcelona;3.9;329;Supermercado;41.3643226;2.1342912;
Verduras a casa;Añadir número de teléfono;;;Supermercado;41.3594696;2.1375926;
Mini Mart;Carrer de la Mare de Déu de Port, 305, 08038 Barcelona;;;Supermercado;41.3604697;2.1383367;
Supermercados Sorli;Añadir número de teléfono;4.0;17;Tienda de ultramarinos;41.3641322;2.1346026;
Spar minimarket;Añadir número de teléfono;5.0;1;Supermercado;41.3570826;2.1416437;
Supermercados Charter;Passeig de la Zona Franca, 178, 180, 08038 Barcelona;3.0;1;Tienda de alimentación;41.360438;2.1369713;
La Sirena;Passeig de la Zona Franca, 182, 184, 08038 Barcelona;4.2;59;Tienda de congelados;41.3609078;2.136575;
Hamza Alimentacion;Añadir número de teléfono;;;Tienda de ultramarinos;41.3590553;2.1404707;
L'anyada;Mercado de la Marina, Passeig de la Zona Franca, 178, 180, 08038 Barcelona;5.0;1;Tienda de ultramarinos;41.3604306;2.1370065;
Juan Cabestany Balcells;Añadir horario;5.0;2;Tienda de ultramarinos;41.360633;2.1385566;
Pablo Manuel Fernández Bustos;Añadir horario;;;Tienda de ultramarinos;41.3600254;2.1356044;
CLAREL;Carrer de la Mecànica, 17, 08038 Barcelona;3.9;21;Tienda de belleza y salud;41.3590946;2.1354226;
CLAREL;Carrer de la Mare de Déu de Port, 258, 08038 Barcelona;4.3;7;Tienda de belleza y salud;41.3616068;2.1376291;
Frutas y Verdures Xiao;Añadir número de teléfono;4.0;2;Mercado de productos agrícolas;41.3590964;2.138994;
CELLER La Marina;Añadir sitio web;4.9;45;Bodega;41.360826;2.1381423;
Pastisseria Forn Demaspan;Añadir número de teléfono;3.2;6;Panadería;41.3604885;2.1383393;
Mercadona;Passeig de la Zona Franca, 32, 08038 Barcelona;4.1;1264;Supermercado;41.3540956;2.1421985;
Zona Franca 24h;Añadir número de teléfono;3.0;4;Tienda de ultramarinos;41.3531525;2.13976;
con j de origen;Carrer del Plom, 5, 7, 08038 Barcelona;;;Distribuidor de comestibles;41.3521316;2.1338207;
CASA SANTIVERI, S.L.;Añadir número de teléfono;3.7;11;Oficinas de empresa;41.3532478;2.1460963;
Tienda Supercor Stop & Go;Añadir número de teléfono;;;Comercio;41.353047;2.1416384;
Mercadillo Zona Franca;Añadir número de teléfono;3.9;2467;Comercio;41.3523323;2.1344903;
Concept Pa El Pan De Cristal;Añadir número de teléfono;4.4;9;Panadería;41.351288;2.1362905;
Concessionari Mercedes Benz i Smart Autolica;Carrer dels Motors, 146, 08038 Barcelona;4.1;22;Concesionario Mercedes Benz;41.351638;2.1455673;
Rodi Motor Services;Esquina Motores, Passeig de la Zona Franca, 2. Bis, 08038 Barcelona;4.3;311;Taller de reparación de automóviles;41.35079;2.1440855;
Bomari;Plaça del Nou, 3, 08038 Barcelona;4.1;32;Perfumería;41.3532991;2.1389379;
MOTOR LLANSÀ;Passeig de la Zona Franca, 61, 67, 08038 Barcelona;4.3;419;Concesionario Nissan;41.3546158;2.1402462;
Concesionario Ferrari Cars Gallery;Passeig de la Zona Franca, 8, 08038 Barcelona;4.4;112;Concesionario de automóviles;41.3519484;2.1430891;
Concesionario Kia AR Motors;Passeig de la Zona Franca, 6, 08038 Barcelona;4.6;110;Concesionario Kia;41.3516934;2.1432756;
Webycar;Passeig de la Zona Franca, 67, 08038 Barcelona;4.6;153;Compraventa de automóviles;41.3545596;2.1399492;
Concesionario Oficial Hyundai Masterclas - Zona Franca;Passeig de la Zona Franca, 85, 08038 Barcelona;4.2;130;Concesionario Hyundai;41.3555437;2.1398196;
C. Printing Emotions;Carrer del Plom, 20, 08038 Barcelona;5.0;6;Imprenta;41.3523092;2.1361727;
MRW;Carrer del Ferro, 6, 08038 Barcelona;3.4;45;Servicio de mensajería;41.3520141;2.1361244;
Estación de Servicio Repsol;CL, Passeig de la Zona Franca, 35, 08038 Barcelona;3.8;294;Gasolinera;41.353047;2.1416384;
Carrefour Express CEPSA;Avinguda del Paral·lel, 179, 08004 Barcelona;3.8;96;Supermercado;41.3747645;2.1523351;
DIA;Avinguda del Paral·lel, 124, 08015 Barcelona;3.4;185;Supermercado de descuentos;41.3736502;2.155997;
Caprabo;Añadir número de teléfono;3.6;18;Supermercado;41.3729696;2.1681391;
CondisLife el Teu Super;Avinguda del Paral·lel, 93, 08004 Barcelona;4.0;730;Supermercado;41.3747703;2.1624016;
DIA;Avinguda del Paral·lel, 124, 08015 Barcelona;3.4;185;Supermercado de descuentos;41.3752861;2.1599119;
Supermercado Consum;Carrer del Comte Borrell, 9, 08015 Barcelona;4.1;432;Supermercado;41.3757321;2.1623924;
Musa Supermercat;Carrer del Marquès de Campo Sagrado, 9, 08015 Barcelona;4.6;5;Supermercado;41.3758075;2.1616013;
Condis Supermercats;Carrer de Manso, 14, 08015 Barcelona;3.6;61;Supermercado;41.3757056;2.1573597;
DIA;Carrer del Roser, 18, 20, 08004 Barcelona;3.0;41;Supermercado;41.3737813;2.1580783;
Supermercado Alimentación;Añadir número de teléfono;5.0;1;Supermercado;41.3725147;2.1560977;
Fine Food Supermercado S L;Añadir sitio web;3.1;9;Supermercado;41.3727037;2.1582479;
Suma Supermercat;Añadir número de teléfono;3.5;17;Supermercado;41.3726782;2.1583087;
Supermercat Jespac;Avinguda del Paral·lel, 106, 08015 Barcelona;4.3;276;Supermercado;41.3751816;2.1622127;
Condis Supermercats;Carrer d'Elkano, 51, 08004 Barcelona;3.9;125;Supermercado;41.3736984;2.1592813;
Lidl;Carrer de Vila i Vilà, 35, 37, 08004 Barcelona;4.1;1401;Supermercado de descuentos;41.3732224;2.1694757;
Condis Supermercats;Carrer de Ricart, 8-10, 08004 Barcelona;3.6;55;Supermercado;41.3743467;2.156023;
Jespac;Carrer de Jaume Fabra, 7, 9, 08004 Barcelona;4.3;174;Supermercado;41.3745173;2.1579227;
Condis el Teu Super;Carrer de Piquer, 32-36, 08004 Barcelona;3.8;262;Supermercado;41.3731712;2.1673657;
supermercado MUSA express;Carrer del Marquès de Campo Sagrado, 9, 08001 Barcelona;1.5;2;Supermercado;41.3758075;2.1616013;
Suma Supermercat express;Añadir horario;;;Tienda de ultramarinos;41.375847;2.1615933;
Alimentación Ansar S L;Carrer de Margarit, 29, 08004 Barcelona;3.0;1;Supermercado;41.3732888;2.1613685;
Zaki Supermercado;Añadir número de teléfono;;;Tienda de ultramarinos;41.3737081;2.1629067;
Bodega / Pa Usman Supermercat;Añadir número de teléfono;5.0;1;Supermercado;41.3735427;2.164513;
Mian Brothers;Añadir sitio web;5.0;2;Supermercado;41.3723774;2.1598025;
Bona Compra Alimentació Fruites i Verdures;Añadir horario;4.0;1;Tienda de ultramarinos;41.3725009;2.1656246;
Las de Muniente;Añadir horario;;;Supermercado;41.3731795;2.1613253;
Antonio Rodríguez Bermúdez;Añadir horario;;;Tienda de ultramarinos;41.3733868;2.164681;
Polleria Charcuteria Rosa Mari;Añadir sitio web;4.9;26;Tienda de ultramarinos;41.3736248;2.1660724;
Carniceria Ecologica Ca'l Colom;Añadir número de teléfono;5.0;6;Carnicería;41.3730513;2.1603896;
CLAREL;Carrer del Roser, 56-58, 08004 Barcelona;3.6;7;Tienda de belleza y salud;41.3724586;2.1637907;
Terra de Salut;Añadir sitio web;4.8;38;Herbolario;41.372689;2.1647898;
Suma;Carrer de Joan Güell, 80, 08028 Barcelona;4.0;36;Supermercado;41.3799639;2.1307477;
Condis Express Supermercats;Av. de Josep Tarradellas, 11, 08029 Barcelona;3.8;128;Supermercado;41.3818505;2.1399007;
CondisLife Supermercats;Passatge de Serra i Arola, 10, 08028 Barcelona;3.8;146;Supermercado;41.3763355;2.1330799;
Caprabo;Carrer de Joan Güell, 51, 08028 Barcelona;3.8;76;Supermercado;41.3783532;2.1310649;
Supermercat Consum Barcelona Berlín;Carrer de Berlín, 4, 08014 Barcelona;4.1;275;Supermercado;41.3820172;2.1347457;
DIA;Carrer de Joan Güell, 24, 08028 Barcelona;3.6;78;Supermercado;41.377113;2.1320936;
Caprabo;Rambla del Brasil, 85, 08028 Barcelona;3.4;40;Supermercado;41.3777281;2.1271926;
Condis Supermercats;Carrer de Joan Güell, 106, 08028 Barcelona;3.6;104;Supermercado;41.3813179;2.1300973;
Supermarket sants Supermercado;Añadir número de teléfono;3.4;39;Tienda de ultramarinos;41.376358;2.1346789;
Condis Express Supermercats;Plaça del Centre, 9, 08014 Barcelona;2.9;75;Supermercado;41.3822213;2.1335387;
Supermercado Latino Flores;Carrer de Galileu, 48, 08028 Barcelona;4.5;74;Supermercado;41.3770712;2.1334069;
DIA;Rambla del Brasil, 52, 08028 Barcelona;3.0;27;Supermercado;41.3790923;2.1277605;
Mercadona;Mercat de, Carrer de Sant Jordi, 6, 08028 Barcelona;4.0;911;Supermercado;41.374758;2.1315323;
