name;address;rate;comments;type;lat;lon;errors
Barcelona Flower Delivery;Travessera de les Corts, 215, 08028 Barcelona;5.0;8;;41.3839867;2.1275687;
Quiosc BCN;Añadir sitio web;4.6;8;;41.3896943;2.1181101;
Kachafruit Barna;Passeig de Manuel Girona, 6, 08034 Barcelona;4.6;12;;41.3897863;2.1182936;
MRW;Carrer dels Doctors Trias i Pujol, 5-7, 08034 Barcelona;3.0;43;;41.3901065;2.1215232;
LUPPA SOLUTIONS S.L.;Añadir horario;5.0;2;;41.387964;2.1209513;
UPS Access Point;Añadir número de teléfono;3.0;2;;41.3898313;2.1227946;
Restaurante La Tagliatella | C/ Dr. Ferrán, Barcelona;Carrer del Dr. Ferran, 25, 27, 08034 Barcelona;3.9;1353;;41.3896539;2.1221286;
UPS Access Point;Añadir número de teléfono;1.0;1;Servicio de mensajería;41.39001;2.1215617;
Atelier Libros;Avinguda Diagonal, 684, 08034 Barcelona;3.6;17;;41.3877499;2.1186717;
🌷 Floristería a domicilio Herbs Barcelona;Carrer Major de Sarrià, 72, 08017 Barcelona;4.6;131;;41.3981932;2.1203902;
Rafael Riera I Aragó Jardiner S.L.;Añadir horario;4.0;4;;41.3978334;2.1204079;
Riera Aragó Flors;Carrer del Pedró de la Creu, 19, 08034 Barcelona;5.0;3;Floristería;41.3978387;2.1204011;
Conillas Garden Center;Av. d'Esplugues, 74, 08034 Barcelona;4.1;204;;41.3901477;2.1076515;
FLORS PADUA josepadillon@hotmail.com;Avinguda de la República Argentina, 19, 08023 Barcelona;4.6;9;;41.4078708;2.1454935;
Acanto Floristería Taller;Carrer de Sant Gervasi de Cassoles, 56, 08022 Barcelona;5.0;6;;41.4053175;2.1353417;
Floryou;Añadir horario;4.4;7;;41.4034752;2.1352198;
Vellut Floristes;Añadir sitio web;4.0;3;;41.4038703;2.147741;
L'Art Floral;Carrer de Balmes, 452, 08022 Barcelona;4.8;4;;41.4091338;2.1354127;
Gardenia - Arte Floral;Añadir sitio web;;;;41.4033986;2.1368361;
TIËSTO;Carrer de Balmes, 435, 08022 Barcelona;4.9;11;;41.4090323;2.1351191;
Lidia Torrijos Portas;Añadir sitio web;4.5;2;;41.4038963;2.1477782;
Atelier flors & GO!;Añadir horario;3.7;3;;41.4046798;2.1468263;
Putxet Centre De Jardinería;Ronda del General Mitre, 219, 08023 Barcelona;4.6;37;;41.4057081;2.1424277;
Basar Vallcarca Floristeria-Jardineria;Añadir número de teléfono;4.5;2;;41.408757;2.1467033;
Laura Martí Hermosilla;Añadir sitio web;5.0;1;;41.4033625;2.1368434;
Art Floral Flora Miserachs;Añadir horario;4.6;9;;41.400949;2.1188443;
El Jardinet de Sarrià;Añadir sitio web;4.9;13;;41.4000933;2.1193532;
Items Bao Bab SL;Pg. de la Bonanova, 77, 08017 Barcelona;4.2;5;;41.4024007;2.1239264;
Artesanies Carme Piquet;Carrer Major de Sarrià, 222, 08017 Barcelona;4.4;23;;41.403147;2.1158013;
Cocina Barcelona;Carrer Major de Sarrià, 172, 08017 Barcelona;5.0;3;Tienda de muebles;41.4016963;2.11781;
UNIFORMES DE COLEGIO;10-16, Carrer de Ramon Miquel i Planas, 08034 Barcelona;4.2;11;;41.4006929;2.117353;
UPS Access Point;Añadir número de teléfono;;;;41.4011835;2.1177898;
Greenflor;Plaça d'Alfonso Comín, 3, 08023 Barcelona;4.3;24;;41.4143144;2.1363333;
Floristeria Las 3 Orquídias;Carrer del Bisbe Sivilla, 15, 08022 Barcelona;4.0;4;;41.405202;2.1335983;
Flors Sant Gervasi;Avinguda de la República Argentina, 248, 08023 Barcelona;5.0;19;;41.4128626;2.1376567;
Floristeria Herba;Añadir sitio web;3.6;5;;41.4117981;2.1390202;
Floristería A. Navarro Pérez;Añadir sitio web;5.0;1;;41.4021044;2.1347585;
Floristería Carlos Poles;Añadir sitio web;3.4;5;;41.4029344;2.1317858;
FLORS PRAT, S.L.;Plaça de la Bonanova, 1, 08022 Barcelona;4.0;27;;41.4069514;2.1313255;
Flors Craywinckel;Añadir horario;4.7;12;;41.4119463;2.1372338;
Flors i Plantes;Añadir número de teléfono;;;;41.4021355;2.1347689;
the boj flowers;Carrer de Bigai, 5, 08022 Barcelona;4.6;39;;41.405152;2.1305163;
Mireya Goula, decoración floral;Añadir sitio web;5.0;3;;41.402713;2.1340248;
María José Fuentes Gamallo;Añadir horario;;;;41.4118785;2.1390569;
Raúl Gou Cerdá;Añadir horario;;;;41.413854;2.1354513;
Miranda Tocados;Añadir horario;4.2;5;;41.410001;2.1307363;
GRUPO ROSA CLARÁ | Head Quarters;Carrer dels Quatre Camins, 08022 Barcelona;4.1;29;;41.408845;2.1269036;
La salle bonanova;Añadir número de teléfono;4.0;1;;41.4111508;2.1287578;
Flowerswill (Horario Especial);Carrer de Laforja, 25, 08006 Barcelona;4.7;40;;41.3986679;2.1470224;
Flors floristeria- Floresinternet.es;Via Augusta, 120, 08006 Barcelona;4.1;22;;41.4013621;2.145481;
FLORSTER: Flores a domicilio en bici con video en Barcelona;Carrer de Laforja, 61, 08021 Barcelona;4.9;436;;41.3970903;2.1445623;
Floristeria Martínez;Carrer de Calaf, 19, 08021 Barcelona;5.0;7;;41.3972743;2.141848;
Flores y Plantas Bertrán;Carrer de Muntaner, 333, 08021 Barcelona;4.1;17;;41.3977707;2.1423292;
MAYFLOWER;Travessera de Gràcia, 67, 08006 Barcelona;4.3;28;;41.3967388;2.1481888;
Flors Zinnia;Av. de Pau Casals, 22, 08021 Barcelona;4.2;40;;41.3941374;2.1401346;
ART FLORAL BARCELONA;Añadir sitio web;4.9;9;;41.3991788;2.1437228;
Phlox Escenificacio Floral;Añadir sitio web;1.0;1;;41.3999644;2.1446666;
Àfrica Espai de flors;Añadir horario;;;;41.4008028;2.137369;
The Decoshopper;Añadir horario;;;;41.4003326;2.141214;
tree-nation.com;Añadir número de teléfono;;;;41.3955145;2.1466173;
Escofet Chicambiances;C/ Muntaner, 402, 08006 Barcelona;5.0;2;;41.4002468;2.1393577;
Gremi de Floristes I Floricultors de Catalunya;Añadir horario;4.0;2;;41.3936759;2.1490324;
Mitre & Mandri Flors;Ronda del General Mitre, 100, 08021 Barcelona;4.5;47;;41.4005436;2.1334719;
JARCLOS;Carrer de les Escoles Pies, 67, 08017 Barcelona;4.1;40;;41.4002036;2.1285276;
UPS Access Point;Añadir número de teléfono;;;;41.3976552;2.1284926;
Peluquería Llongueras Via Augusta;Via Augusta, 292, 08017 Barcelona;4.8;37;;41.3979771;2.1272203;
Is a boutique floral design company based in Barcelona.;Carrer d'Orellana, 3, 08017 Barcelona;3.4;5;;41.428094;2.0942288;
Troa - Garbí UIC;Carrer de la Immaculada, 22, 08017 Barcelona;5.0;3;;41.4059539;2.1214798;
Tanatori Sant Gervasi;Carrer de Carles Riba, 10, 12, 08035 Barcelona;4.1;37;;41.412104;2.1235703;
Uaala! Gelateria;Carrer de les Alberes, 29, 08017 Barcelona;4.7;168;;41.4143633;2.1036419;
El Forn De Vallvidrera;Añadir sitio web;5.0;5;;41.413376;2.1023662;
Floristeria Sanjuan;Passeig de la Vall d'Hebron, 58, 08023 Barcelona;4.7;30;;41.418529;2.1373011;
Floristería Jardinería J.González;Añadir sitio web;3.7;3;;41.431257;2.141825;
La Botanique;Carrer de Ticià, 25, 08023 Barcelona;5.0;53;;41.4172648;2.1358834;
ILUNION Tienda de prensa, regalos y flores (HOSPITAL VALL D HEBRON GENERAL);129, Passeig de la Vall d'Hebron, 119, 08035 Barcelona;;;Tienda de regalos;41.4288078;2.1398318;
Anabel Floristeria;Añadir sitio web;4.0;23;;41.4028748;2.1511435;
flors & GO! Rambla del Prat;Rambla de Prat, 12, 08012 Barcelona;4.3;39;;41.4016542;2.1499669;
AMAZONICA de GISELAFLORS;Carrer d'Astúries, 34, 08012 Barcelona;4.7;14;;41.4034854;2.1523986;
Plantes 8H;Carrer de Verdi, 26, 08012 Barcelona;;;Floristería;41.403932;2.1551501;
Josefa Nicolás Vera;Añadir número de teléfono;;;;41.4011626;2.1554854;
Floristeria I Jardineria El Gorg S.l.;Añadir número de teléfono;;;;41.4055621;2.1620342;
Floristeria online. Flores y Plantas a domicilio con envío gratuiro;Plaça del Sol, 17, 08012 Barcelona;;;Floristería;41.3988164;2.1529564;
Azahar Flower Boutique;Travessera de Gràcia, 231, 08012 Barcelona;5.0;14;;41.4038022;2.159379;
Timram;Añadir horario;;;;41.4009365;2.160535;
Arianna Flors i Detalls;Carrer de la Providència, 72, 08024 Barcelona;5.0;1;;41.4072264;2.1559405;
voyverde plantas flores;Carrer del Torrent de l'Olla, 30, 08012 Barcelona;5.0;12;;41.3994665;2.1581944;
Atmosfera Barcelona;Plaça del Sol, 17, 08012 Barcelona;4.3;2805;;41.4017956;2.1543102;
Ana Vivero;Carrer de Ramón y Cajal, 56, 08012 Barcelona;5.0;1;;41.4028846;2.156978;
Amantis;Carrer del Torrent de l'Olla, 145, 08012 Barcelona;4.2;69;;41.4036605;2.1532115;
La Bescara. Taller + Galería + Joyería;Carrer de les Guilleries, 3, 08012 Barcelona;5.0;6;;41.4029378;2.1548291;
Antonieta;Carrer de Torrijos, 15, 08012 Barcelona;4.5;59;;41.4030457;2.1569835;
MacxiPa;Añadir número de teléfono;2.0;3;;41.4030687;2.1556076;
8H studio;Carrer de Verdi, 26, 08012 Barcelona;5.0;4;;41.403932;2.1551501;
Flores Carmen;Añadir sitio web;4.1;10;;41.4108605;2.1554496;
Floristería ARTE JAPONÉS;Carrer de l'Escorial, 139, 143, 08024 Barcelona;4.2;26;;41.4094479;2.1569981;
Floristería ARTE JAPONÉS;Carrer de l'Escorial, 139, 143, 08024 Barcelona;4.2;26;;41.4094479;2.1569981;
CASA PROTEA Plant Collectors Studio;Carrer de Ramón y Cajal, 124, 08024 Barcelona;4.7;39;;41.4046095;2.1598178;
Floristeria;Añadir número de teléfono;;;Tienda de artículos para el hogar;41.4046175;2.1598178;
Floristeria Jacaranda Barcelona;Travessera de Dalt, 21, 08024 Barcelona;4.4;52;;41.4085667;2.1497733;
Flors Carmen;Añadir número de teléfono;;;;41.4142889;2.1603354;
Floristeria Carrasco;Añadir sitio web;4.4;9;;41.4238181;2.1533062;
Floristeria Flora;Carrer del Santuari, 24, 08032 Barcelona;3.8;12;;41.4201578;2.1487405;
Flors Chelo;Añadir sitio web;4.9;8;;41.4229188;2.1537558;
Regalar Flores Net Barcelona;Añadir número de teléfono;;;;41.4218603;2.124393;
Supermercado Consum Barcelona Ronda Guinardó;Ronda del Guinardó, 52, 08025 Barcelona;3.9;283;;41.4121683;2.1653705;
Talleres GA-ES. Taller mecánico en Barcelona;Carrer de Taxdirt, 61, 08025 Barcelona;4.5;55;;41.410407;2.1657933;
Floristería Barcelona el Jardi de Maragall;Passeig de Maragall, 43, 08041 Barcelona;4.6;38;;41.4153377;2.1782317;
Floristería Flortique;Añadir sitio web;4.4;14;;41.4157122;2.1732003;
Floristeria Vitamina Natura;Añadir sitio web;4.3;4;;41.417066;2.1725558;
Flors i Plantes Maruja;Añadir sitio web;4.7;32;;41.4227416;2.1769289;
Flors I Violes;Añadir número de teléfono;;;;41.4204581;2.17749;
Cactusss;Av. de la Mare de Déu de Montserrat, 230, 08041 Barcelona;;;;41.4218969;2.1723111;
DADAflor;Añadir horario;4.7;6;;41.4249321;2.1663494;
DADAflor;Añadir horario;;;;41.4249074;2.1665577;
carpinteria Carmelo Ortega Flores e Hijos;Añadir horario;5.0;1;;41.4170821;2.1607749;
Drogueria;Añadir número de teléfono;;;Farmacia;41.4058345;2.1427547;
Supermercado Consum Barcelona Mare de Déu de Montserrat;Av. de la Mare de Déu de Montserrat, 19, 08024 Barcelona;3.9;466;;41.4140347;2.159542;
Farmàcia Moratalla Nohales;Carrer de Queixans, 4, 08032 Barcelona;5.0;11;;41.4203004;2.1561903;
Caprabo supermercado;Carrer de la Conca de Tremp, 110, 08032 Barcelona;3.5;40;;41.4198149;2.1553397;
Art d'Horta Floristes;Añadir sitio web;4.2;19;;41.4307543;2.1590354;
IFLORYOU Taller Floral;Añadir horario;;;;41.4319267;2.1584343;
Botanica flower shop;Horta, 08032 Barcelona;5.0;6;;41.4319728;2.1539759;
Plants and Flowers by Susan Pitzer;Carrer de Berruguete, 46, 08035 Barcelona;5.0;5;;41.4332755;2.146961;
Floristeria Martínez;Añadir sitio web;4.3;9;;41.4295705;2.1578544;
Floristeria De Horta Cristher-2;Carrer del Tajo, 75, 08032 Barcelona;3.7;3;;41.4296146;2.1574682;
La Patapouf;Añadir sitio web;4.4;34;;41.4278064;2.1642967;
L'hivernacle d'Horta;Carrer Marcel·li, 08035 Barcelona;4.2;456;;41.4299644;2.1511397;
Joieria Castilla;Añadir sitio web;3.6;48;;41.4269315;2.1533586;
Casa Sucre | Pastelería online & Catering para eventos;Añadir sitio web;5.0;3;;41.4274662;2.1523708;
Copistería Copyvan Serveis Grafics Professionals;Carrer de Serrallonga, 1, 08032 Barcelona;4.6;66;;41.4267888;2.1528294;
Perfumeria i Drogueria Hnos. Martín;Carrer de Dante Alighieri, 108, 08032 Barcelona;3.5;16;;41.427213;2.1533685;
Pastisseria Forn Artesá;Añadir número de teléfono;4.0;1;;41.4267187;2.1529905;
Farmàcia Jordi Altirriba Gutiérrez;Carrer de Porto, 30, 08032 Barcelona;4.6;5;;41.4305276;2.1544319;
Restaurante Kenko II;Carrer del Dos de Maig, 250, 08013 Barcelona;3.9;748;Restaurante;41.4173561;2.1553686;
Bar Los Extremeños;Carrer de Dante Alighieri, 120, 08032 Barcelona;4.5;128;;41.4267475;2.152824;
Xiquets BCN;Añadir sitio web;3.7;6;;41.4267475;2.152824;
Solmanía;Carrer de Dante Alighieri, 94, 08032 Barcelona;4.4;50;;41.4273901;2.153987;
Flores y Plantas Martín;Añadir sitio web;5.0;6;;41.4386595;2.1677107;
Floristeria Fàbregas;Passeig de Verdum, 47, 08042 Barcelona;3.5;4;;41.4371849;2.1708901;
Flors I Plantes;Añadir número de teléfono;;;;41.4372354;2.1708027;
Floristería Adelaida;Añadir sitio web;4.3;3;;41.4343828;2.1702608;
Taller Floral Cami de Roses - Arte Floral;Carrer de Pablo Iglesias, 117, 08016 Barcelona;4.7;19;;41.446244;2.1808233;
Floristería Marín;Añadir sitio web;4.8;25;;41.4597546;2.2006458;
Floristeria Bienvenida;Añadir horario;4.3;9;;41.4471731;2.1740659;
Floristeria Moyano;Añadir sitio web;4.0;21;;41.4739377;2.1630562;
Floristeria Lopi;Añadir horario;4.7;3;;41.4595896;2.2003124;
Floristería Palmira;Añadir horario;5.0;1;;41.4705912;2.1820801;
Csrretera Cementerio;Añadir número de teléfono;;;;41.474014;2.1629613;
All verd;Añadir horario;;;Establecimiento de comida preparada;41.422309;2.1684673;
Mercadona;Carrer de les Torres, 2, 08042 Barcelona;4.1;1527;;41.4472618;2.1777848;
Mercadona;Av. Pallaresa, 26, 08921 Santa Coloma de Gramenet, Barcelona;4.0;1175;;41.4525345;2.1999032;
Mercadona;Passeig de Santa Coloma, 21-23, 08030 Barcelona;4.2;1033;;41.4454748;2.186809;
Supermercados Charter;Carrer de Simancas, 78, 82, 08024 Barcelona;3.9;88;;41.44548;2.1710773;
Mercadona;Passeig de Santa Coloma, 23, 08030 Barcelona;4.0;181;;41.4451215;2.1874201;
Consum;Añadir número de teléfono;4.2;21;Supermercado;41.4451413;2.180854;
Supermercados Charter;Av. dels Rasos de Peguera, 186, 08033 Barcelona;4.5;2;;41.4599567;2.1701769;
Supermercado Consum Barcelona Chafarinas;Carrer de las Chafarinas, 08033 Barcelona;4.3;222;;41.4482633;2.1816471;
Tanatorio de Santa Coloma;Carretera de La Roca, Km 4,650, 08924 Santa Coloma de Gramenet, Barcelona;3.0;8;;41.4614186;2.1893746;
Mercadona;Carrer Petúnies, 08110, Barcelona;4.1;868;;41.4633576;2.1686042;
Mercat de Ciutat Meridiana;Carrer de Costabona, 4, 08033 Barcelona;3.8;130;;41.4616335;2.1758043;
La Fauna Meridiana S.C.P.;Añadir sitio web;3.9;58;;41.4623183;2.1751012;
Óptica Isis;Carrer Masia, 3, 08110 Montcada i Reixac, Barcelona;4.3;4;;41.4697833;2.1818416;
Magasalfa;Pol. Ind. Can Cuiàs. C./ Arquitectura 4, Nave 2, 08110 Montcada i Reixac, Barcelona;4.8;5;;41.4667919;2.1640105;
UPS Access Point;Añadir número de teléfono;;;;41.4599492;2.1739614;
MAPFRE;Av. dels Rasos de Peguera, 27, 08033 Barcelona;5.0;1;;41.4609879;2.1755442;
AIRES DE JARDIN - Pérgolas de Madera en Barcelona;Añadir horario;4.7;7;;41.463668;2.1665603;
Flors Eugenia Art floral;Añadir sitio web;4.5;28;;41.439719;2.1723081;
Roser;Passeig de Valldaura, 186, 08042 Barcelona;;;Frutería;41.4382742;2.167885;
Aves Barceló;Passeig de Valldaura, 186, 08042 Barcelona;;;Tienda de aves de corral;41.4382956;2.1679091;
Neus;Passeig de Valldaura, 186, 08042 Barcelona;;;;41.4382191;2.1678574;
El Voraviu;Añadir sitio web;5.0;16;;41.4383293;2.1679125;
Peixos Conchita;Passeig de Valldaura, 186, 08042 Barcelona;;;;41.4382191;2.1678574;
Cándido Alvarez Moriano;Passeig de Valldaura, 186, 08042 Barcelona;4.0;1;;41.4382191;2.1678574;
Consum;Carrer d'Alcúdia, 43, 08016 Barcelona;4.2;325;;41.435958;2.1720277;
ADMINISTRACIÓN DE LOTERÍAS EL JOKER 185;Carrer del Pintor Alsamora, 83, 08016 Barcelona;4.3;8;;41.4365828;2.1728783;
Nando Barcelona;NUESTRA OFICINA, Passeig Universal, 35-37, Local 1, 08031 Barcelona;4.7;17;;41.4374577;2.1592663;
La Tienda de Mama- Venta de productos para Bebe en Barcelona;Carrer de l'Artesania, 10, 08016 Barcelona;4.4;71;;41.4388503;2.1737512;
Bar Restaurante Casa Meva;Añadir número de teléfono;;;;41.4401705;2.1726343;
Mercadona;Mercat de, Passeig de Valldaura, 186, 08042 Barcelona;4.0;1534;;41.4383172;2.1679104;
Floristeria M. Soler;Añadir sitio web;3.5;6;;41.4377374;2.1772857;
Flores Plantas;Añadir número de teléfono;3.0;2;;41.4312065;2.1776442;
Flow'rspace;Carrer dels Garrofers, 36, 08016 Barcelona;5.0;3;;41.4377398;2.1772842;
Silvia López Martínez;Añadir sitio web;4.6;5;;41.4312155;2.1775513;
Carmina Ricart - Diseño Floral;Añadir horario;;;;41.4358771;2.1825787;
El Corte Inglés Can Dragó;Passeig d'Andreu Nin, 51, 08016 Barcelona;4.1;9484;;41.4361736;2.1792208;
Lefties;Avinguda de Rio de Janeiro, 42, 08016 Barcelona;4.1;859;;41.4352479;2.1782616;
Parfois;d'Andreu, Passeig d'Andreu Nin, 51, 08016 Barcelona;3.7;38;;41.4361613;2.1795671;
Belros;Añadir horario;4.0;33;;41.434845;2.1787453;
Sfera;Can Drago, Planta 3 Corte Ingles, 08016 Barcelona;3.5;2;;41.4365837;2.1792023;
Salsa Jeans;Añadir número de teléfono;4.0;3;;41.4361736;2.1792208;
CINESA SOM MULTIESPAI 3D;Añadir número de teléfono;3.9;4330;;41.4354278;2.1785931;
UNED Barcelona;Avinguda de Rio de Janeiro, 56, 08016 Barcelona;3.8;46;;41.4361125;2.1784111;
Marta floristas;Carrer Gran de Sant Andreu, 385, 08030 Barcelona;4.5;45;;41.4390576;2.1864493;
Floristería Serrano Desde 1971;Añadir sitio web;4.8;37;;41.4423734;2.1786647;
Les flors de mary;Añadir sitio web;5.0;1;;41.441921;2.1862634;
Concesionario Oficial HONDA M-Car - Barcelona;Ciudad de Asunción, 55-61, 08030 Barcelona;4.0;150;;41.4415505;2.1975818;
La Cubana;Passeig de Santa Coloma, 41, 08030 Barcelona;5.0;4;;41.4458815;2.1892715;
HEMA;Carrer de Potosí, 2, 08030 Barcelona;4.2;1272;Tienda de artículos para el hogar;41.4393026;2.1963238;
Equivalenza Rio Janeiro;Avinguda de Rio de Janeiro, 73, Local 2, 08016 Barcelona;3.5;21;Perfumería;41.4225027;2.166342;
Les tres pometes;Añadir número de teléfono;;;;41.4456809;2.1714068;
Fnac;Carrer de Potosí, 2, 08030 Barcelona;4.0;4814;;41.4405658;2.1966597;
Druni Perfumerías ®;C, Via Júlia, 7, 08042 Barcelona;4.0;154;;41.4393565;2.1729457;
EXPO VALLDAURA S.A.;Añadir horario;4.2;24;;41.442902;2.1787391;
Floristeria Emmy;Añadir sitio web;3.3;13;;41.4509355;2.2070402;
Floristería Cyca's;Carrer de Sant Ramon, 24, BAJO, 08922 Santa Coloma de Gramenet, Barcelona;4.5;21;;41.4496596;2.2108507;
Flors Lorena;Añadir sitio web;3.6;48;;41.4506809;2.2047546;
Xanus;Añadir sitio web;4.0;4;;41.454246;2.2041277;
Floristería;Añadir número de teléfono;2.0;1;Floristería;41.4511748;2.1645841;
Bazar Tot Per la Lllar;Añadir sitio web;4.8;6;;41.4355252;2.2032876;
Mercado de la Trinidad;C/ de la Pedrosa, 21, 08033 Barcelona;3.9;194;;41.4486616;2.1820469;
Control de Plagas y Desratizaciones Lasher España;Añadir sitio web;;;;41.4545634;2.1893772;
Bcn Cookies;Añadir horario;4.3;4;;41.4510586;2.183522;
Macxipa;Añadir número de teléfono;4.3;24;;41.4500615;2.1879965;
UPS Access Point;Añadir número de teléfono;;;;41.450757;2.188937;
Meroil;Avinguda Meridiana, 666, 08033 Barcelona;3.8;605;;41.4480084;2.1861155;
Perfumería Mercería Nova;Añadir sitio web;;;;41.4321764;2.1638845;
Mercadona;Carrer d'Aneto, 16, 08031 Barcelona;4.3;900;;41.4319576;2.1695822;
Sanimar control de plagas;Añadir sitio web;;;;41.433472;2.1683521;
Farmacia Barceló;Añadir sitio web;4.2;5;;41.4347331;2.1630401;
Catering Alcalá;Carrer de Santa Amàlia, 1, 08031 Barcelona;4.4;24;Servicio de catering;41.4183521;2.1602865;
UPS Access Point;Añadir número de teléfono;;;;41.431844;2.1672013;
Flors Riera;Añadir sitio web;4.6;14;Comercio;41.483193;2.1720789;
Quiosco Pablo Flores;Añadir horario;4.0;4;;41.450833;2.2054543;
Macxipa;Av. de la Generalitat, 19, 08922 Santa Coloma de Gramenet, Barcelona;3.8;31;;41.4492107;2.2082118;
Ise 40;Añadir sitio web;4.3;30;;41.4474067;2.2058193;
Tallers MC Montcada;Carrer Bifurcació, s/n, 08110 Montcada i Reixac, Barcelona;4.7;26;;41.4703046;2.1795808;
DOLS AROMA;Carrer d'Almansa, 20, 08042 Barcelona;5.0;7;;41.4419928;2.1741234;
Supermercado Consum Barcelona Sant Francesc Xavier;Carrer de Sant Francesc Xavier, 8, 08016 Barcelona;4.2;494;;41.4417043;2.1757076;
Herrero iluminación;Via Júlia, 45, 08042 Barcelona;4.5;56;;41.4405066;2.1739922;
Farigola del Estal;Añadir sitio web;;;;41.443327;2.1698195;
La Balear;Via Júlia, 141, 08042 Barcelona;3.1;17;;41.4431595;2.1758754;
Okane;Carrer de Casals i Cuberó, 256, local 3, 08042 Barcelona;4.7;31;Tienda de segunda mano;41.4338678;2.1705979;
HUMANA;Via Júlia, 72, 08016 Barcelona;4.0;195;;41.4411827;2.1752209;
Farmàcia Rubís;Carrer de Santa Engràcia, 73, 08016 Barcelona;4.3;16;;41.4410622;2.1763957;
MAPFRE;Carrer del Mas Duran, 56, 08042 Barcelona;4.5;2;;41.4443921;2.1754121;
Vitaldent;Via Júlia, 101, 08042 Barcelona;4.2;36;;41.442084;2.1747013;
Old School Tattoo;Carrer d'Almansa, 12, 08042 Barcelona;4.7;29;;41.4417735;2.1744332;
Farmacia Saz;Añadir sitio web;4.8;15;;41.442927;2.1734723;
Condis Supermercats;Carrer de Teresa de Cofrents, 23, 08042 Barcelona;3.5;74;;41.4430813;2.1742877;
Calzados Soriano;Via Júlia, 89, 08042 Barcelona;;;;41.4416618;2.1750097;
Agencia Generali Seguros;Carrer de Casals i Cuberó, 289, 291, 08042 Barcelona;5.0;2;;41.4432131;2.1752965;
Floristeria Laura;Local 2,, Passeig de Maragall, 227, 08032 Barcelona;4.6;23;;41.4256241;2.1729903;
Flors Sabadell;Passeig de Fabra i Puig, 264, 08031 Barcelona;4.7;21;;41.4304794;2.1722719;
Flores Fortuño;Passeig de Fabra i Puig, 270, 08031 Barcelona;4.6;38;;41.4304624;2.1712662;
Floristería Flor y Nata;Passeig de Maragall, 314, 08031 Barcelona;4.3;3;;41.4275246;2.166278;
Flor & Natta;Añadir horario;4.5;2;;41.4275246;2.166278;
Lilart Flors;Añadir horario;5.0;3;;41.4261654;2.1710484;
Floristeria Flors I Plantes;Añadir número de teléfono;3.5;2;;41.4279759;2.1691425;
Veronica Muñoz;Añadir número de teléfono;5.0;5;;41.4302328;2.1702195;
El Tarot de Yemayá, El Tarot de Cuba;Añadir horario;4.4;68;;41.4273756;2.1731094;
CLAREL;Carrer de Costa i Cuxart, 10, 08031 Barcelona;3.9;42;;41.4277168;2.1723681;
FERRETERIA FLORES;Carrer del Baró d'Esponellà, 18, 08031 Barcelona;4.8;97;;41.4287034;2.1709902;
Herboristeria de Mas;Añadir sitio web;4.7;6;;41.4281446;2.1692663;
Dox Style - Vestuario Laboral Barcelona;Carrer d'Arnau d'Oms, 35, 08016 Barcelona;4.1;41;;41.430087;2.1749883;
ELTANÍ;Plaça del Virrei Amat, 12, 08016 Barcelona;4.6;42;;41.429672;2.1730243;
Farmàcia Garrofé Pujol;Añadir sitio web;4.4;5;;41.4281329;2.1707475;
Luyol;Plaça del Virrei Amat, 9, 08016 Barcelona;4.6;13;;41.4301539;2.1730488;
IDEAS PATCH&QUILT;Avinguda dels Quinze, 62, 08016 Barcelona;4.5;15;;41.4284793;2.1725057;
J Pujol Maquinaria Y Confeccion SA;Avinguda dels Quinze, 62, Bajos, 08016 Barcelona;4.0;110;;41.428483;2.1725083;
Reciclo Compra Venta Empeño;Carrer de Felip II, 275, 277, 08016 Barcelona;4.6;185;;41.4286926;2.1736206;
DATO DIGITAL;Añadir número de teléfono;;;;41.4289369;2.1733051;
Escuela Infantil Nemomarlin;Añadir horario;4.4;9;;41.4268232;2.169594;
UPS Access Point;Añadir número de teléfono;3.0;2;;41.4283878;2.1740139;
MAPFRE;Carrer d'Arnau d'Oms, 21, 08016 Barcelona;4.6;14;;41.4294524;2.1749581;
FERRETERIA FLORES;Carrer del Baró d'Esponellà, 18, 08031 Barcelona;4.8;97;;41.4287034;2.1709902;
Confecciones María Esperanza;Añadir horario;;;;41.4286197;2.1704618;
Chicco Maquinista;Carrer de la Ciutat d'Asuncion, s/n, Centro Comercial Maquinista, 08030 Barcelona;4.4;7;;41.4408071;2.1953243;
Lacoste;C.Cial. La Maquinista, L-B-118, Carrer de Potosí, 2, 08003 Barcelona;4.3;93;;41.4402039;2.1955166;
Desigual;Añadir sitio web;4.2;623;;41.4410859;2.1965549;
Macxipa;Añadir número de teléfono;4.2;5;Panadería;41.4350947;2.1708555;
Pedro del Hierro (C.C. LA MAQUINISTA);Añadir horario;4.0;10;;41.440918;2.1961273;
Home Chef;Añadir horario;5.0;10;;41.4421456;2.2032182;
Cask Maresme;Añadir número de teléfono;5.0;1;;41.4453933;2.2018374;
Crack hogar;Carrer de Potosí, 8, 08030 Barcelona;4.4;434;;41.4428397;2.198735;
Mejora la Salud;Passeig de Santa Coloma, 55, Edificio A, 6º 4ª, 08030 Barcelona;;;;41.4465676;2.1909006;
Paco Martínez;C.C. LA MAQUINISTA C/ CIUDAD DE ASUNCIÓN, S/N, 08003 Barcelona;3.7;43;Tienda de ropa;41.4269031;2.1892185;
Comercial Lluch S.A.;Añadir número de teléfono;;;;41.4465489;2.2005593;
CEGE;Carrer de la Ciutat d'Asuncion, 42, 08030 Barcelona;4.0;4;;41.4421876;2.1978512;
